stock_code,description,units_sold,units_returned,net_sales,gross_sales,return_value,total_orders
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",896,21,975.92,985.57,9.65,225
82613c,"METAL SIGN,CUPCAKE SINGLE HOOK",13,0,32.48,32.48,0.00,12
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",770,22,809.11,820.01,10.90,189
82613D,METAL SIGN CUPCAKE SINGLE HOOK,1186,20,1273.46,1281.86,8.40,272
82615,PINK MARSHMALLOW SCARF KNITTING KIT,582,4,1592.97,1603.97,11.00,92
82616A,BUBBLE GUM SCARF KNITTING KIT,316,0,624.21,624.21,0.00,52
82616B,FRAPPUCINO SCARF KNITTING KIT,606,10,963.35,977.55,14.20,128
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,632,3,1020.35,1024.10,3.75,143
84006,MAGIC TREE -PAPER FLOWERS,1856,5,1733.82,1738.07,4.25,214
84007,MAGIC GARDEN MOUNT FUJI,157,0,413.12,413.12,0.00,39
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1838,120,2526.47,2628.47,102.00,180
84016,FLAG OF ST GEORGE CAR FLAG,1004,60,3741.37,3791.67,50.30,67
84029c,BROWN FURRY HOT WATER BOTTLE,1,0,7.78,7.78,0.00,1
84029C,BROWN FURRY HOT WATER BOTTLE,204,0,766.19,766.19,0.00,48
84029D,LEOPARD PRINT HOT WATER BOTTLE,51,0,183.98,183.98,0.00,15
84029E,RED WOOLLY HOTTIE WHITE HEART.,10628,86,42666.54,42994.24,327.70,1156
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6830,60,29314.17,29533.87,219.70,1018
84030b,KNITTED POM POM HOT WATER BOTTLE,1,0,8.46,8.46,0.00,1
84030B,KNITTED POM POM HOT WATER BOTTLE,5,0,18.75,18.75,0.00,3
84030c,KNITTED RAINBOW HOT WATER BOTTLE,32,0,248.00,248.00,0.00,13
84030C,KNITTED RAINBOW HOT WATER BOTTLE,21,8,52.78,82.78,30.00,8
84030e,ENGLISH ROSE HOT WATER BOTTLE,120,0,979.40,979.40,0.00,46
84030E,ENGLISH ROSE HOT WATER BOTTLE,2122,13,8986.90,9042.15,55.25,489
84031a,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,0,16.63,16.63,0.00,1
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1098,27,4332.47,4404.02,71.55,318
84031b,CHARLIE LOLA BLUE HOT WATER BOTTLE ,1,0,16.63,16.63,0.00,1
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,839,26,3198.83,3263.03,64.20,273
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3234,38,8512.00,8624.10,112.10,667
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3285,78,7530.35,7699.25,168.90,609
84033,FLAG OF ST GEORGE ,392,13,713.93,735.38,21.45,51
84050,PINK HEART SHAPE EGG FRYING PAN,9853,66,14417.70,14525.00,107.30,728
84051,ASS COLOUR GLOWING TIARAS,746,0,607.98,607.98,0.00,60
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,106139,1704,24083.93,24445.61,361.68,1030
84078A,SET/4 WHITE RETRO STORAGE CUBES ,1128,147,38657.31,43844.96,5187.65,348
84081,WHITE CERAMIC PARTY SET (5PCS),100,1,385.05,389.30,4.25,21
84086B,YELLOW/BLUE RETRO RADIO,24,1,67.85,70.80,2.95,13
84086C,PINK/PURPLE RETRO RADIO,297,0,884.75,884.75,0.00,88
84192,ASSORTED COLOUR METAL CAT ,226,0,271.10,271.10,0.00,38
84199,GLOW IN DARK DOLPHINS,554,12,118.56,121.08,2.52,70
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,39,0,7.41,7.41,0.00,8
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,10,0,1.90,1.90,0.00,3
84205C,HAPPY BIRTHDAY GINGER CAT CARD,2,0,0.38,0.38,0.00,1
84206A,3 BLACK CATS W HEARTS BLANK CARD,79,0,15.01,15.01,0.00,9
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0,0.95,0.95,0.00,1
84206B,CAT W SUNGLASSES BLANK CARD,4,0,0.76,0.76,0.00,1
84206C,CHAMPAGNE TRAY BLANK CARD,10,0,1.90,1.90,0.00,4
84212,"ASSORTED FLOWER COLOUR ""LEIS""",24794,72,11914.69,11961.49,46.80,278
84218,BOX/12 CHICK & EGG IN BASKET,261,1,501.56,503.51,1.95,97
84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,137,0,303.86,303.86,0.00,28
84226,HEN HOUSE W FAMILY IN BARN & NEST,77,0,58.31,58.31,0.00,18
84227,HEN HOUSE W CHICK IN NEST,112,0,47.04,47.04,0.00,13
84228,HEN HOUSE W CHICK STANDING,340,1,149.77,150.19,0.42,44
84228,HEN HOUSE WITH CHICK STANDING,14,0,5.88,5.88,0.00,3
84231,EASTER BUNNY WITH BASKET ON BACK,230,0,166.21,166.21,0.00,50
84247C,PACK/12 BLUE REINDEER CARD,72,0,212.40,212.40,0.00,22
84247E,PACK/12 XMAS FUN CARD,270,83,554.61,780.26,225.65,65
84247E,PACK OF 12 CHRISTMAS FUN CARDS,106,23,215.94,283.79,67.85,39
84247G,"DECOUPAGE,GREETING CARD,",1414,0,602.67,602.67,0.00,107
84247H,PACK/12 DECOUPAGE CARD,42,11,76.68,109.13,32.45,21
84247J,PACK/12 RUSSIAN DOLL CARDS,10,0,12.78,12.78,0.00,9
84247K,"FOLK ART GREETING CARD,pack/12",75,11,201.03,233.48,32.45,29
84247L,FAWN AND MUSHROOM GREETING CARD,1137,12,493.17,498.21,5.04,111
84247N,PACK/12 BLUE FOLKART CARDS,113,33,200.13,297.48,97.35,56
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",252,0,113.22,113.22,0.00,34
84249D,FAIRY CAKE GREETINGS CARD,823,24,337.22,347.30,10.08,66
84250M,"GREETING CARD, BLACKPOOL ROCK",28,0,15.90,15.90,0.00,13
84251B,"GREETING CARD, STICKY GORDON",319,12,82.56,84.84,2.28,62
84251C,"GREETING CARD, TWO SISTERS.",247,0,76.68,76.68,0.00,53
84251F,"GREETING CARD, RITA",341,0,83.97,83.97,0.00,50
84251G,"GREETING CARD, OVERCROWDED POOL.",472,0,127.56,127.56,0.00,91
84251J,"GREETING CARD, THE BLACK CAT",74,0,37.04,37.04,0.00,17
84255A,PINK GLASS COCKTAIL LAMP,2,0,4.20,4.20,0.00,2
84255B,ORANGE COCKTAIL GLASS LAMP,65,0,190.16,190.16,0.00,18
84270,ASSTD DESIGN BUBBLE GUM RING,22936,1740,4530.90,4824.30,293.40,483
84279B,CHERRY BLOSSOM DECORATIVE FLASK,808,17,3013.17,3076.92,63.75,224
84279P, CHERRY BLOSSOM  DECORATIVE FLASK,313,3,1100.42,1111.67,11.25,32
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,832,41,3212.69,3365.00,152.31,286
84288B,SET/2 BLUE  NOODLE BASKETS,61,2,115.05,118.95,3.90,25
84292,ROSE PINK METAL FOLDING CHAIR,44,1,378.03,385.98,7.95,15
84292B,BLUE COL METAL FOLDING CHAIR,8,0,51.80,51.80,0.00,5
84306,S/3 PINK SQUARE PLANTERS ROSES,48,0,557.48,557.48,0.00,31
84311,CAMOFLAGE CUSHION COVER,11,0,18.15,18.15,0.00,1
84313A,PINK TV TRAY TABLE ,38,0,212.42,212.42,0.00,19
84313B,BLUE TV TRAY TABLE ,227,0,1164.04,1164.04,0.00,83
84313C,ORANGE TV TRAY TABLE ,548,0,1442.39,1442.39,0.00,73
84327A,PINK JUMPER LARRY THE LAMB,959,4,1813.51,1820.27,6.76,124
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,21,0,65.76,65.76,0.00,11
84341B,SMALL PINK MAGIC CHRISTMAS TREE,1757,0,922.18,922.18,0.00,121
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,31409,9381,70969.95,71300.40,330.45,762
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,206,7,3386.93,3505.58,118.65,132
84356,POMPOM CURTAIN,750,6,3729.34,3771.04,41.70,135
84358,FLOOR LAMP SHADE WOOD BASE,121,0,1097.48,1097.48,0.00,29
84360,TABLE LAMP WHITE SHADE WOOD BASE,179,0,956.89,956.89,0.00,40
84366,VENDETTA CANVAS PICTURE,3,0,11.25,11.25,0.00,3
84367,LA STREGA CANVAS PICTURE ,74,0,126.30,126.30,0.00,8
84371,BIG PINK POODLE,30,0,257.10,257.10,0.00,6
84375,SET OF 20 KIDS COOKIE CUTTERS,7575,61,15632.28,15753.18,120.90,801
84378,SET OF 3 HEART COOKIE CUTTERS,11637,93,15272.38,15388.44,116.06,1257
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,10405,219,13824.95,14076.34,251.39,1123
84387A,BIRD ON BRANCH CANVAS SCREEN,11,0,21.45,21.45,0.00,1
84388,WISE MAN STAR SHAPE EGG PAN,70,2,85.74,89.04,3.30,24
84396,6 HOOK JEWELLERY STAND BLACK DRESS,552,0,1380.52,1380.52,0.00,49
84402B,PURPLE DRESS JEWELLERY STAND,62,0,51.14,51.14,0.00,4
84402D,PINK DRESS JEWELLERY STAND ,373,0,358.93,358.93,0.00,13
84405A,S/3 PINK COL METAL BASKET W HANDLE,129,1,1029.41,1042.16,12.75,51
84406b,CREAM CUPID HEARTS COAT HANGER,2,0,13.82,13.82,0.00,2
84406B,CREAM CUPID HEARTS COAT HANGER,7131,218,22417.03,23080.13,663.10,853
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,78,0,536.24,536.24,0.00,9
84415A,PINK FLOCK SUEDE CUSHION COVER ,27,0,71.25,71.25,0.00,6
84415B,BLUE FLOCK CUSHION COVER ,24,0,80.00,80.00,0.00,7
84422,PINK/BLUE DISC/MIRROR STRING,782,49,408.38,427.95,19.57,40
84424A,FOUR PICTURE WHITE GLASS FRAME,23,0,86.25,86.25,0.00,10
84425A,WHITE GLASS TV TRIPLE FRAME,18,0,76.60,76.60,0.00,9
84427B,BLACK GLASS TV DOUBLE P/FRAME 15X10,17,0,72.25,72.25,0.00,5
84429A,MEDIUM PINK BUDDHA HEAD ,109,0,371.78,371.78,0.00,42
84437A,S/6 PINK EASTER DECS IN BOX,106,0,90.95,90.95,0.00,18
84447,6 RABBIT CHAIN EASTER,69,0,72.42,72.42,0.00,19
84450A,PINK RABBIT SITTING EASTER,52,4,22.50,24.18,1.68,6
84450B,PINK/YELLOW RABBIT SAT EASTER,88,0,61.92,61.92,0.00,29
84450B,YELLOW RABBIT SAT EASTER,51,0,22.63,22.63,0.00,6
84452,METAL RABBIT LADDER EASTER ,198,16,172.56,186.16,13.60,46
84454,WOBBLING METAL CHICKEN EASTER,93,0,85.53,85.53,0.00,18
84455,SET OF 3 RABBIT CARROTS EASTER,85,0,77.96,77.96,0.00,20
84456,SET OF 3 RABBIT EGG EASTER,37,12,22.95,33.15,10.20,17
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,291,0,278.73,278.73,0.00,64
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,124,0,105.40,105.40,0.00,20
84459A,PINK METAL CHICKEN HEART ,1263,96,1898.65,2041.69,143.04,206
84459B,YELLOW METAL CHICKEN HEART ,1475,24,2306.01,2341.77,35.76,214
84461,12 PINK HEN+CHICKS IN BASKET,99,11,225.74,253.79,28.05,42
84462,3 PINK HEN+CHICKS IN BASKET,100,0,114.86,114.86,0.00,14
84464,S/60 PINK FLUFFY CHICKS IN BOX,82,0,179.10,179.10,0.00,11
84465,15 PINK FLUFFY CHICKS IN BOX,32,0,96.51,96.51,0.00,23
84466,TOP SECRET PEN SET,1256,397,956.51,1348.36,391.85,81
84467,ENGLISH ROSE DESIGN QUILTED THROW,816,2,17397.76,17477.66,79.90,84
84469,ROSE DES PADDED FLOOR CUSHION,664,0,2249.41,2249.41,0.00,44
84472,PINK AND LILAC QUILTED THROW ,87,3,3276.42,3402.32,125.90,33
84482,BUTTONS DESIGN JEWELLERY BOX,75,10,255.52,293.02,37.50,34
84493,BLUE/PINK NEST STRIPE BOX,1142,567,65.76,111.12,45.36,6
84497,BUTTONS AND STRIPES NOTEBOOK ,97,0,387.13,387.13,0.00,37
84499,BLACK FLOWER CANDLE PLATE,326,0,272.17,272.17,0.00,41
84507B,STRIPES DESIGN MONKEY DOLL,1349,7,1752.98,1764.03,11.05,119
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,433,10,614.24,634.64,20.40,73
84508A,CAMOFLAGE DESIGN TEDDY,1586,8,3352.12,3368.92,16.80,45
84508A,CAMOUFLAGE DESIGN TEDDY,2223,2,4717.46,4722.56,5.10,66
84508B,STRIPES DESIGN TEDDY,169,6,438.46,453.76,15.30,75
84508C,BLUE CIRCLES DESIGN TEDDY,103,1,277.27,279.82,2.55,44
84509a,ENGLISH ROSE PLACEMATS,2,0,15.56,15.56,0.00,1
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,111,0,829.18,829.18,0.00,74
84509A,ENGLISH ROSE PLACEMATS,117,0,455.18,455.18,0.00,32
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1406,13,5393.86,5442.61,48.75,376
84509b,SET OF 4 FAIRY CAKE PLACEMATS,5,0,37.30,37.30,0.00,4
84509B,FAIRY CAKE PLACEMATS,107,0,409.94,409.94,0.00,28
84509B,SET OF 4 FAIRY CAKE PLACEMATS,542,4,2027.73,2042.73,15.00,169
84509c,DOTTY PLACEMATS ,1,0,7.78,7.78,0.00,1
84509c,SET OF 4 DOTTY PLACEMATS ,15,0,114.30,114.30,0.00,11
84509c,SET OF 4 POLKADOT PLACEMATS ,51,0,383.18,383.18,0.00,32
84509C,DOTTY PLACEMATS ,58,0,218.29,218.29,0.00,13
84509C,SET OF 4 DOTTY PLACEMATS ,70,0,297.48,297.48,0.00,23
84509C,SET OF 4 POLKADOT PLACEMATS ,149,0,570.19,570.19,0.00,60
84509e,SET OF 4 CAROUSEL PLACEMATS ,2,0,15.24,15.24,0.00,1
84509E,CAROUSEL PLACEMATS ,4,0,23.06,23.06,0.00,3
84509E,SET OF 4 CAROUSEL PLACEMATS ,157,0,300.30,300.30,0.00,29
84509F,NEW ENGLAND PLACEMATS,32,0,120.00,120.00,0.00,10
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2749,0,2336.10,2336.10,0.00,36
84509g,SET OF 4 FAIRY CAKE PLACEMATS ,2,0,14.92,14.92,0.00,2
84509G,FAIRY CAKE PLACEMATS ,82,0,315.55,315.55,0.00,27
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,720,0,1729.90,1729.90,0.00,132
84510a,SET OF 4 ENGLISH ROSE COASTERS,75,0,185.70,185.70,0.00,58
84510A,SET OF 4 ENGLISH ROSE COASTERS,2402,21,3227.89,3254.14,26.25,477
84510b,SET OF 4 FAIRY CAKES COASTERS ,1,0,2.15,2.15,0.00,1
84510B,SET OF 4 FAIRY CAKES COASTERS ,1171,2,1478.55,1481.05,2.50,148
84510c,SET OF 4 POLKADOT COASTERS,46,0,113.76,113.76,0.00,26
84510c,SET OF 4 POLKADOTS COASTERS,10,0,25.10,25.10,0.00,8
84510C,SET OF 4 POLKADOT COASTERS,152,0,237.59,237.59,0.00,61
84510C,SET OF 4 POLKADOTS COASTERS,122,0,164.00,164.00,0.00,40
84510e,SET OF 4 GREEN CAROUSEL COASTERS,14,0,35.09,35.09,0.00,6
84510E,SET OF 4 GREEN CAROUSEL COASTERS,148,0,117.77,117.77,0.00,28
84510F,SET OF 4 NEW ENGLAND COASTERS ,1099,2,430.25,432.75,2.50,39
84519A,TOMATO CHARLIE+LOLA COASTER SET,1200,0,2788.45,2788.45,0.00,203
84519B,CARROT CHARLIE+LOLA COASTER SET,867,1,1892.42,1895.37,2.95,215
84520b,PACK 20 ENGLISH ROSE PAPER NAPKINS,110,0,257.40,257.40,0.00,10
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,7390,12,6311.42,6321.62,10.20,723
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,699,12,629.27,639.47,10.20,96
84522,PINK PARTY SUNGLASSES,186,0,311.86,311.86,0.00,26
84526,GIANT BLACK SUNGLASSES,538,0,1503.64,1503.64,0.00,34
84527,FLAMES SUNGLASSES PINK LENSES,77,0,146.11,146.11,0.00,22
84529A,PINK KNITTED KIDS RUCKSACK,50,0,290.78,290.78,0.00,19
84529B,BLUE KNITTED KID'S RUCKSACK,13,0,62.35,62.35,0.00,5
84529C,YELLOW KNITTED KIDS RUCKSACK,78,0,414.74,414.74,0.00,37
84531A,PINK KNITTED EGG COSY,191,0,169.36,169.36,0.00,45
84531B,BLUE KNITTED EGG COSY,194,0,164.01,164.01,0.00,42
84532B,FAIRY CAKES RECTANGLUAR BOXES,54,0,417.58,417.58,0.00,31
84533B,FAIRY CAKES ROUND NESTING BOXES,59,0,377.93,377.93,0.00,24
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,5,0,8.30,8.30,0.00,4
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,818,28,750.91,774.71,23.80,190
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,607,0,346.93,346.93,0.00,64
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2686,95,1686.01,1747.76,61.75,329
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,25,0,19.97,19.97,0.00,12
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,5077,38,2273.77,2289.73,15.96,615
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,8,0,6.48,6.48,0.00,4
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,3504,52,1539.65,1561.49,21.84,402
84537B,FAIRY CAKES GIFT BAG,117,0,49.14,49.14,0.00,11
84539,KNITTED RABBIT DOLL ,55,0,90.75,90.75,0.00,11
84546,CROCHET POODLE KEYRING,21,0,34.65,34.65,0.00,3
84548,CROCHET BEAR RED/BLUE  KEYRING,48,0,79.20,79.20,0.00,13
84549,CROCHET WHITE RABBIT KEYRING ,75,0,137.27,137.27,0.00,16
84550,CROCHET LILAC/RED BEAR KEYRING,15,0,24.75,24.75,0.00,5
84551,CROCHET DOG KEYRING,39,0,64.35,64.35,0.00,8
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,47,0,133.85,133.85,0.00,16
84558a,3D DOG PICTURE PLAYING CARDS,21,0,125.17,125.17,0.00,19
84558A,3D DOG PICTURE PLAYING CARDS,1259,25,3554.36,3628.11,73.75,200
84559a,3D SHEET OF DOG STICKERS,57,0,95.70,95.70,0.00,40
84559A,3D SHEET OF DOG STICKERS,1321,0,1190.17,1190.17,0.00,230
84559b,3D SHEET OF CAT STICKERS,32,0,53.54,53.54,0.00,25
84559B,3D SHEET OF CAT STICKERS,1199,4,1062.15,1065.55,3.40,196
84559d,3D SHEET OF SEA WORLD STICKERS,2,0,3.38,3.38,0.00,1
84559D,3D SHEET OF SEA WORLD STICKERS,147,0,126.71,126.71,0.00,31
84562A,PINK/WHITE RIBBED MELAMINE JUG,169,1,1370.31,1378.26,7.95,79
84562B,BLUE/WHITE RIBBED MELAMINE JUG,10,0,106.59,106.59,0.00,7
84563A,PINK & WHITE BREAKFAST TRAY,139,0,685.15,685.15,0.00,62
84563B,BLUE & WHITE BREAKFAST TRAY,128,0,590.04,590.04,0.00,59
84564,6 SEGMENT COLOURED SNACK BOWL ,21,0,175.48,175.48,0.00,11
84567,FROSTED GLASS WITH SILVER SURROUND,9,0,14.85,14.85,0.00,1
84568,GIRLS ALPHABET IRON ON PATCHES ,37066,865,7607.02,7788.67,181.65,314
84569A,PACK 3 IRON ON DOG PATCHES,562,1,701.17,702.42,1.25,113
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,433,1,555.93,557.18,1.25,77
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,415,13,568.68,584.93,16.25,91
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1023,1,1286.29,1287.54,1.25,180
84570B,WHITE SATIN DRESS JEWEL STAND,4,0,19.80,19.80,0.00,2
84572,6 HOOK JEWEL STAND LILAC DRESS,1,0,8.49,8.49,0.00,1
84575A,PINK DOG CANNISTER,24,1,92.85,98.80,5.95,14
84575B,BROWN DOG CANNISTER W BONE,4,0,23.80,23.80,0.00,3
84576,BLUE CAT BISCUIT BARREL PINK HEART,96,0,337.04,337.04,0.00,32
84578,ELEPHANT TOY WITH BLUE T-SHIRT,222,0,854.91,854.91,0.00,112
84580,MOUSE TOY WITH PINK T-SHIRT,1057,4,4036.94,4051.94,15.00,443
84581,DOG TOY WITH PINK CROCHET SKIRT,506,0,1920.02,1920.02,0.00,234
84582,PINK CROCHET CAT WITH SCARF,14,0,59.50,59.50,0.00,11
84584,PINK GINGHAM CAT WITH SCARF,282,0,696.75,696.75,0.00,75
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,0,44.25,44.25,0.00,9
84592,CROCHET ROSE PURSE WITH SUEDE BACK,173,0,536.40,536.40,0.00,47
84593,CROCHET ROSE DES CLOTHES HANGER,25,0,73.75,73.75,0.00,7
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,230,0,408.90,408.90,0.00,16
84595E,LARGE TORTILLA DESIGN RED BOWL,367,1,720.28,723.57,3.29,44
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,10,0,25.10,25.10,0.00,8
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,6221,48,4027.95,4074.67,46.72,728
84596e,SMALL LICORICE DES PINK BOWL,27,0,67.77,67.77,0.00,17
84596E,SMALL LICORICE DES PINK BOWL,1127,32,1097.84,1137.84,40.00,203
84596f,SMALL MARSHMALLOWS PINK BOWL,19,0,46.89,46.89,0.00,14
84596F,SMALL MARSHMALLOWS PINK BOWL,4720,16,3189.71,3196.43,6.72,601
84596g,SMALL CHOCOLATES PINK BOWL,5,0,12.40,12.40,0.00,2
84596G,SMALL CHOCOLATES PINK BOWL,2226,0,1440.76,1440.76,0.00,348
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,72,0,80.62,80.62,0.00,10
84596j,MIXED NUTS LIGHT GREEN BOWL,2,0,5.02,5.02,0.00,2
84596J,MIXED NUTS LIGHT GREEN BOWL,810,6,614.24,621.74,7.50,139
84596K,JELLY BABIES YELLOW SMALL BOWL,428,1,542.16,543.41,1.25,94
84596l,BISCUITS SMALL BOWL LIGHT BLUE,1,0,2.46,2.46,0.00,1
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1536,0,1013.96,1013.96,0.00,255
84597B,RETRO BROWN BALL ASHTRAY ,205,3,255.62,259.37,3.75,28
84597C,RETRO PINK BALL ASHTRAY ,364,4,445.98,450.98,5.00,45
84598,BOYS ALPHABET IRON ON PATCHES,20775,576,4229.18,4350.14,120.96,219
84599,CANDY STRIPE ROSE FLOOR CUSHION,15,0,160.15,160.15,0.00,6
84600,NEW BAROQUE JEWELLERY BOX ,108,3,895.42,918.27,22.85,55
84601A,NEW BAROQUE IVORY CUSHION COVER ,260,150,450.84,638.34,187.50,16
84608,ORNATE EDWARDIAN CANDLE HOLDER,6,2,31.80,47.70,15.90,5
84609,TALL ROCOCO CANDLE HOLDER,143,2,1272.24,1289.24,17.00,39
84611B,BLACK NEW BAROQUE FLOCK BOX,7,3,23.80,41.65,17.85,6
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,0,51.00,51.00,0.00,4
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,22,1,97.65,102.30,4.65,11
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,62,0,258.06,258.06,0.00,12
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,17,2,112.93,124.83,11.90,11
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,3,0,17.85,17.85,0.00,1
84615,PINK ROUND BUTTERFLY MIRROR ,240,38,506.80,748.48,241.68,22
84616,SILVER ROCCOCO CHANDELIER,72,4,1352.82,1472.62,119.80,28
84617, NEW BAROQUE BLACK BOXES,6,0,76.50,76.50,0.00,3
84617,NEW BAROQUE BLACK BOXES,5,0,63.75,63.75,0.00,4
84619,BLUE GINGHAM ROSE QUILT ,72,0,1622.96,1622.96,0.00,29
84620,BLUE GINGHAM ROSE CUSHION COVER,121,0,746.61,746.61,0.00,50
84621,BLUE GINGHAM ROSE FLOOR CUSHION ,29,0,247.26,247.26,0.00,15
84622,PINK GINGHAM ROSE CUSHION COVER,23,1,146.65,152.60,5.95,10
84623,PINK GINGHAM ROSE FLOOR CUSHION,56,0,310.44,310.44,0.00,14
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,838,54,1128.20,1193.00,64.80,86
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,180,12,268.80,279.00,10.20,18
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,770,70,920.55,1024.15,103.60,79
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,650,31,735.49,793.34,57.85,55
84626,CANDY STRIPE ROSE QUILT,1,0,45.95,45.95,0.00,1
84627,CANDY STRIPE ROSE C/COVER ,50,8,249.90,297.50,47.60,20
84629,WHITE 3 FRAME BIRDS AND TREE ,24,1,232.85,237.80,4.95,14
84630,FLOWERS AND BIRDS WALL PLAQUE,2,0,15.90,15.90,0.00,1
84631,FRUIT TREE AND BIRDS WALL PLAQUE,288,3,1082.31,1106.16,23.85,52
84632,DECORATIVE HANGING SHELVING UNIT,15,1,799.30,859.25,59.95,12
84637,KITCHEN FLOWER POTS WALL PLAQUE,585,0,1454.49,1454.49,0.00,114
84638,SMALL KITCHEN FLOWER POTS PLAQUE,400,0,1101.55,1101.55,0.00,69
84648,NEW BAROQUE WALL MIRROR,1,0,12.75,12.75,0.00,1
84653,GREEN ROSE QUILT ,14,0,750.48,750.48,0.00,12
84656,WHITE ROSE C/COVER,22,0,130.90,130.90,0.00,13
84657,GREEN ROSE CUSHION COVER,246,0,517.48,517.48,0.00,20
84658,WHITE STITCHED CUSHION COVER,214,0,1199.66,1199.66,0.00,64
84659A,WHITE TRAVEL ALARM CLOCK,588,3,1461.86,1469.51,7.65,227
84660a,WHITE STITCHED WALL CLOCK,7,0,52.70,52.70,0.00,5
84660A,WHITE STITCHED WALL CLOCK,860,2,850.72,855.26,4.54,53
84660b,BLACK STITCHED WALL CLOCK,7,0,53.18,53.18,0.00,6
84660B,BLACK STITCHED WALL CLOCK,745,0,899.48,899.48,0.00,61
84660c,PINK STITCHED WALL CLOCK,31,0,233.98,233.98,0.00,28
84660C,PINK STITCHED WALL CLOCK,725,0,987.98,987.98,0.00,85
84661a,WHITE SQUARE TABLE CLOCK,2,0,10.02,10.02,0.00,2
84661A,WHITE SQUARE TABLE CLOCK,222,0,308.99,308.99,0.00,43
84661b,BLACK SQUARE TABLE CLOCK,1,0,4.96,4.96,0.00,1
84661B,BLACK SQUARE TABLE CLOCK,243,0,530.22,530.22,0.00,51
84661c,PINK SQUARE TABLE CLOCK,2,0,10.12,10.12,0.00,2
84661C,PINK SQUARE TABLE CLOCK,150,0,179.75,179.75,0.00,25
84663A,GRASS HOPPER WOODEN WALL CLOCK ,373,6,731.33,746.39,15.06,68
84664,CHERRY BLOSSOM BATHROOM CABINET,193,5,930.60,955.35,24.75,53
84665,SQUARE CHERRY BLOSSOM CABINET,226,26,1210.00,1364.70,154.70,52
84666,SQUARE CHERRY BLOSSOM CABINET,226,0,892.70,892.70,0.00,33
84670,JAPANESE CROCHETED ANIMAL,5196,150,2065.72,2128.72,63.00,185
84671B,CROCHET BEAR WITH BLUE STRIPES,109,0,306.77,306.77,0.00,32
84673A,PINK FLY SWAT,500,1,314.19,314.84,0.65,100
84673B,BLUE FLY SWAT,503,1,390.66,391.31,0.65,134
